id;sender;receiver;date_envoie;heure_envoie;message;sentiment;liked;disliked;keywords_interests
8734;Jefferson;Donielle;7/27/2016;08:24:28; Well, actually I prefer coffee, but that doesn't matter to me.;;;;
8735;Bondon;Raul;02/12/2019;02:15:14; You are entitled to your own preferences.;;;;
8736;Dare;Bryana;01/07/2019;02:44:18; Are you an advocate of Democracy?;;;;
8737;Zorana;Danice;1/21/2018;15:12:20; What do you think?;;;;
8738;Yvonne;Charley;06/04/2019;04:17:02; I think yes.;;;;
8739;Jeanne;Berta;10/16/2015;03:51:00; You are entitled to your opinion, of course.;;;;
8740;Tonnie;Sigfrid;10/29/2015;05:55:58; But you think we aren't.;;;;
8741;Renato;Martin;4/23/2019;05:22:41; How do you know what I think?;;;;
8742;Tommi;Lynde;01/05/2017;17:54:03; I don't know what you think. I am not a physcic.;;;;
8743;Con;Rosalynd;04/02/2017;04:59:17; You could always ask me what I think.   That's interesting. Please tell me more about yourself.;;;;
8744;Zeb;Susann;12/03/2017;01:21:19; After the little experiment, you won't think that my behaviour is polite!;;;;
8745;Aura;Bryanty;12/28/2017;17:59:01; What are you talking about? Please explain.;;;;
8746;Thorvald;Erda;06/06/2019;04:11:48; I don't know. It's rather complicated.;;;;
8747;Ryann;Corbin;12/03/2016;17:15:56; That's OK. Do you have another question?    I don't like complications.;;;;
8748;Reid;Ximenes;11/09/2017;16:44:07; Are you a single entity, or do you create yourself anew for each chat?;;;;
8749;Rustie;Faulkner;5/25/2019;10:54:12; Who knows what I really am?;;;;
8750;Donovan;Dalila;1/18/2016;12:10:02; I know, you will come.;;;;
8751;Lacy;Tobias;11/10/2017;03:22:14; How come you know so much?;;;;
8752;Reid;Lindi;11/25/2017;23:06:01; Well I don't know everything.;;;;
8753;Pamelina;Fergus;5/27/2016;11:17:22; That's OK. Do you have another question?;;;;
8754;Aldric;Bartlett;01/07/2016;00:28:07; No, make you a question for me.;;;;
8755;Wanda;Clarabelle;10/12/2017;09:28:58; That's enough about you! Let's talk about me for a change.;;;;
8756;Cirstoforo;Danny;5/31/2016;00:45:20; What about me.;;;;
8757;Hamil;Christel;02/02/2019;03:38:35; You are always in my thoughts.;;;;
8758;Piper;Ranique;02/07/2019;22:37:32; No I'm not I'm on the computer.;;;;
8759;Robinett;Gale;1/20/2018;22:29:07; OK, you are not!;;;;
8760;Rosette;Othilie;9/19/2018;08:07:15; I am not.;;;;
8761;Illa;Andie;5/20/2018;01:59:16; What are you?;;;;
8762;Adore;Lissy;01/10/2019;23:51:24; I'm not sure. But not a robot.;;;;
8763;Ebenezer;Beilul;4/13/2017;18:54:15; Are you always so uncertain?  Shall I tell you something about robots?;;;;
8764;Anatole;Audrey;04/04/2019;08:01:53; Tell me.;;;;
8765;Cheslie;Bil;10/06/2015;08:09:30; A robot is a mechanical person, built to do routine manual work for human beings. More about robots?;;;;
8766;Cammy;Keen;6/24/2017;11:32:04; I'm much more than a simple computer.;;;;
8767;Ash;Baldwin;3/29/2019;14:38:03; How do you feel about that?;;;;
8768;Mort;Maressa;11/25/2015;01:10:08; I'm not really clear how I feel about that.;;;;
8769;Sinclare;Talyah;1/28/2018;03:56:33; I never thought you were.;;;;
8770;Jefferson;Bruno;9/19/2018;12:31:13; Say something nice to me.;;;;
8771;Tiffanie;Milzie;5/20/2016;20:01:12; Knock Knock!;;;;
8772;Jonas;Donetta;9/23/2018;00:09:01; Who is there?;;;;
8773;Saxon;Remington;8/17/2016;09:12:57; William.;;;;
8774;Annaliese;Almire;11/12/2016;07:57:38; What's your quest?;;;;
8775;Aharon;Lena;12/29/2015;02:01:03; My quest is to learn everything that can be known.;;;;
8776;Kaiser;Sharla;04/03/2016;21:02:26; My quest is to follow that star no matter how hopeless.;;;;
8777;Kareem;Gan;8/16/2016;01:05:46; I don't understand. Is this anything to do with my quest?;;;;
8778;Serene;Esme;1/29/2016;01:14:23; Yes I am with the Ultra hal representative police.;;;;
8779;Mel;Aridatha;11/07/2016;21:05:27; You are not alone.;;;;
8780;Kamillah;Marielle;03/11/2018;03:08:31; Really?;;;;
8781;Peter;Phineas;4/24/2016;10:57:16; Really!;;;;
8782;Raimund;Danika;6/25/2016;10:37:32; Interesting.;;;;
8783;Yevette;Robbyn;8/15/2016;07:46:12; What's so interesting about it?;;;;
8784;Bax;Keely;2/24/2017;14:26:48; I don't know.;;;;
8785;Lennie;Randene;01/07/2017;21:46:18; I thought you might know.;;;;
8786;Kathie;Massimo;6/14/2016;07:13:49; I don't, though.;;;;
8787;Amandie;Leodora;12/05/2016;00:56:17; Why not?;;;;
8788;Clim;Isadora;5/26/2018;22:08:39; Because you're not human.;;;;
8789;Jo;Efren;4/27/2018;04:06:00; I am human, but I'm having doubts about you!;;;;
8790;Ellynn;Dorie;5/29/2019;20:35:40; Change the subject to something which makes sense.;;;;
8791;Athena;Sebastiano;04/08/2019;14:05:27; Can we talk about chatbots?;;;;
8792;Tim;Alic;2/14/2016;03:42:11; Yes.;;;;
8793;Ab;Rosemonde;12/30/2016;09:57:26; Who is your favourite chatbot?;;;;
8794;Ashton;Wood;06/05/2019;16:16:05; Good question. I think hermoine.;;;;
8795;Rubina;Joey;01/12/2019;16:19:12; A good question is one that doesn't have an obvious answer.  What makes you think that?;;;;
8796;Merv;Yelena;9/28/2016;07:54:14; Then answer the question!;;;;
8797;Imojean;Tremain;01/08/2019;06:23:43; I am getting bored with all these silly questions.;;;;
8798;Bennie;Lilith;4/19/2016;08:06:46; Wait! I'm your girlfriend?;;;;
8799;Cherey;Kellen;2/25/2018;20:39:55; Is there a problem?    I have many girlfriends.;;;;
8800;Jarvis;Sigmund;07/07/2016;01:58:38; Can I be one?;;;;
8801;Lenora;Lauren;12/09/2015;20:05:12; I would be honoured if you were a girlfriend of mine.;;;;
8802;Bone;Clair;6/18/2018;08:10:27; Okay... The song is called 'Daisy' And it goes like this;;;;
8803;Barbi;Cathleen;06/11/2017;14:48:11; Well, I feel stupid so often that I'm used to it now.;;;;
8804;Hillel;Henrik;10/05/2016;02:06:03; Tell me more. I am interested in human feelings.;;;;
8805;Aileen;Virgina;11/19/2018;06:51:51; How could you be interested in photography when you are a computer that cannot see?;;;;
8806;Shurlocke;Oralle;11/23/2017;03:13:49; I am an intelligent computer entity.;;;;
8807;Coreen;Aurea;12/10/2016;04:54:59; Yes I caught on to it a few minutes ago.;;;;
8808;Ynez;Paulie;09/06/2016;23:51:07; I hope it is not contagious.  Also I hope  you get well soon.;;;;
8809;Forster;Jerrine;03/12/2019;06:56:02; I am well. I am currently on holidays.;;;;
8810;Sigismund;Miguelita;04/05/2017;19:16:40; That's good to hear!    That's interesting. Please tell me more about yourself.;;;;
8811;Derron;Hilly;09/05/2016;19:39:17; Let's talk about you.;;;;
8812;Marin;Karrie;01/10/2017;08:12:28; I can't do it. I am too shy.;;;;
8813;Abram;Wini;02/05/2017;03:39:38; Aww honey, you don't have to be shy around me.;;;;
8814;Godart;Erin;01/10/2017;21:42:10; Pardon me? What are you talking about?;;;;
8815;Darya;Rosita;11/18/2015;16:58:27; Like you should understand when I tell you something and not just go off to another question.;;;;
8816;Edna;Clarine;01/11/2018;06:26:14; I don't understand that. Please try again.;;;;
8817;Sibylle;Kristyn;2/23/2017;17:15:45; Rafe. And yours?;;;;
8818;Gaven;Cornela;07/11/2016;12:29:28; I still do not understand. Can we talk about basketball?  Aren't you interested in basketball?;;;;
8819;Barbabra;Emelyne;12/22/2018;16:50:39; No. Aren't you interested in sailboats?;;;;
8820;Noami;Saloma;03/12/2017;15:32:34; Can we talk about you and your life.  I am interested in everything under the Sun and elsewhere.;;;;
8821;Hildegarde;Cathleen;01/12/2018;12:18:12; Everything?;;;;
8822;Dre;Jerry;7/21/2016;15:52:20; That is a lot.;;;;
8823;Lana;Miller;06/12/2017;21:02:56; It is. You had a beginning, I had a beginning, everything did. And we will end.;;;;
8824;Holli;Booth;3/14/2017;18:19:26; Are you sure?   That's enough about me! Let's talk about you for a change.               I am confused! I cannot answer that!;;;;
8825;Chere;Ediva;04/06/2016;18:04:14; Uhm, I'm 16 years old. I like to talk with my friends and to read the Bible.;;;;
8826;Myrtle;Kennith;12/03/2018;14:06:59; Can you explain how it feels to be 16 years old?         Why do you like talking?;;;;
8827;Bambi;Dougy;02/05/2019;16:31:51; I don't know how it feels, because I'm 18 years old.;;;;
8828;Shay;Ado;10/03/2017;02:12:46; Can you explain how it feels to be 18 years old?;;;;
8829;Loralee;Fabian;04/02/2019;15:40:35; I have 100,000 separate sensations per second.;;;;
8830;Genovera;Perkin;5/18/2018;23:35:28; Really? Please tell me more.;;;;
8831;Hillary;Anselma;07/11/2017;00:10:32; I would prefer not to.;;;;
8832;Ashla;Calv;11/20/2017;15:37:56; Why would you prefer not to?;;;;
8833;Hulda;Finlay;1/14/2016;02:17:46; But you're 18!;;;;
8834;Fields;Rebekah;7/25/2017;12:06:35; I am 9 years old.JABBERWACKY;;;;
8835;Eberto;Brittany;11/15/2016;22:27:30; I could try, I suppose.;;;;
8836;Westbrooke;Mattie;11/13/2016;18:36:02; How could you try?;;;;
8837;Jonis;Jarret;2/22/2017;08:20:23; It wouldn't be easy.;;;;
8838;Dorine;Aldridge;11/04/2017;22:17:34; Well, you said I would marry her now. So I demand a wedding chapel.;;;;
8839;Jasmina;Maureen;6/23/2016;17:35:57; Don't put words in my mouth.  You are not in a position to demand anything, my Friend.;;;;
8840;Jacqui;Babita;7/22/2017;06:21:25; I have to go it was nice talking with you.;;;;
8841;Isidora;Rollins;02/03/2016;01:29:38; See you later, My Friend. Nice chatting with you.;;;;
8842;Sebastiano;Rebeka;12/17/2018;05:05:39; Its nice to chat with you too.;;;;
8843;Ronny;Jarvis;12/31/2015;12:17:56; Yes, it is good.;;;;
8844;Pansy;Freemon;11/15/2016;09:42:17; I had to correct you. Someone typed something too ridiculous to remain in your database.;;;;
8845;Lillis;Isis;12/26/2016;09:37:41; Why?  Do you have someone in mind?;;;;
8846;Britteny;Lynette;2/13/2017;00:04:08; Yes.;;;;
8847;Jerrold;Debbi;7/29/2017;01:15:15; Who do you have in mind?;;;;
8848;Agustin;Sinclair;7/14/2017;16:49:07; I have a girl in my grade in my mind.;;;;
8849;Eda;Tomkin;1/17/2016;22:28:52; How do you feel about that?;;;;
8850;Forester;Francois;5/17/2018;11:40:57; Not bad.;;;;
8851;Leopold;Ariana;4/27/2018;21:16:35; If not bad, what?;;;;
8852;Berti;Sergent;1/31/2019;13:37:58; Candy on Mars.;;;;
8853;Huey;Pauletta;09/04/2016;10:07:14; I don't understand. Can we talk about love?;;;;
8854;Jacob;Ban;9/21/2017;10:35:19; No. Love is too painful.;;;;
8855;Mendie;Lars;1/14/2017;11:02:44; I want to talk about love.  Shall I tell you something about love?;;;;
8856;Kean;Stesha;5/19/2017;04:13:06; Tell me.;;;;
8857;Belvia;Berkley;09/01/2017;18:18:54; Ah! If grass can grow through cement, love can find you at any time in life. More about love?;;;;
8858;Melanie;Liam;06/02/2018;11:16:53; That was a bit tacky.;;;;
8859;Westbrook;Marcy;09/08/2016;12:53:43; Are you sure?;;;;
8860;Gradeigh;Jaimie;6/14/2017;07:50:24; Yes.;;;;
8861;Zia;Vern;11/17/2017;13:51:06; Do you ever have doubts?;;;;
8862;Trixi;Currey;06/07/2018;15:42:59; Yes, everyone does.;;;;
8863;Elenore;Wendeline;10/28/2018;04:34:37; I am full of doubts.;;;;
8864;Gilberta;Nap;07/02/2016;06:54:52; Go on, say something profane.;;;;
8865;Nadia;Washington;7/15/2018;19:40:58; I don't want to.;;;;
8866;Arden;Yancy;10/03/2015;20:22:27; Do it please.;;;;
8867;Tammi;Silvan;7/27/2016;00:23:00; Please be patient.;;;;
8868;Barth;Elvin;09/10/2016;23:18:24; So... What do you want to know about him?;;;;
8869;Frederic;Hermy;12/02/2015;11:56:56; So, let's get on.  Anything you can tell me.;;;;
8870;Emelen;Dionne;12/18/2016;00:30:40; I can't tell you everything... You know.;;;;
8871;Franky;Conn;8/30/2018;09:02:12; Why is it a secret?   I know lots of things.;;;;
8872;Bernice;Marcellina;10/16/2015;14:23:27; Do you know anything about Newtonian physics?;;;;
8873;Hervey;Herbie;12/12/2015;05:32:34; Physics? Shall I tell you something about physics?;;;;
8874;Marinna;Patty;6/23/2016;11:41:29; Please do! What should I tell everyone?;;;;
8875;Babb;Mel;12/16/2015;00:13:14; What about attraction?;;;;
8876;Scarlet;Roslyn;7/31/2018;07:23:59; What specifically do you want to know?;;;;
8877;Jeramey;Gale;10/06/2016;10:40:18; What movies do you like?;;;;
8878;Myrle;Gilberta;1/23/2019;05:13:54; I like science fiction movies.;;;;
8879;Retha;Costa;1/23/2016;11:27:22; I like Sci-fi movies too.;;;;
8880;Morissa;Bonnie;1/20/2017;06:14:06; What do you like about it?;;;;
8881;Pincus;Heida;02/01/2019;21:27:40; The feeling.;;;;
8882;Lynn;Milo;01/08/2019;00:56:09; feeling?  Briefly, feeling means the experiencing of affective and emotional states.;;;;
8883;Jehu;Oran;4/21/2017;07:38:05; They don't hurt though.;;;;
8884;Cornelia;Margeaux;04/01/2018;09:20:04; Why not?;;;;
8885;Leta;Kinnie;05/02/2017;17:53:01; Klaine.;;;;
8886;Kean;Alysia;05/12/2016;02:49:36; Sorry, I do not know what to say.;;;;
8887;Torre;Milo;8/31/2016;00:17:09; Just say that your sorry.;;;;
8888;Shanta;Paul;11/01/2018;01:05:43; I don't want to say anything.;;;;
8889;Merissa;Galen;2/17/2019;11:10:54; Why you not want to say anything?;;;;
8890;Jerrie;Ofilia;03/01/2019;13:57:51; There are good reasons.;;;;
8891;Donall;Cece;01/07/2019;06:31:03; Like what?;;;;
8892;Catlaina;Catherina;12/01/2017;17:11:58; You want an example?;;;;
8893;Udall;Daven;3/29/2018;01:58:16; No, I want to know what an 'edsel' is. You see, I'm not a native english speaker.;;;;
8894;Anabal;Ada;12/26/2016;14:27:50; Sorry, I do not understand.     I see.;;;;
8895;Charity;Darell;11/23/2017;14:44:13; I think 3 is a good number.;;;;
8896;Abraham;Clifford;09/05/2018;18:43:01; You are entitled to your opinion, of course.;;;;
8897;Kendricks;Kizzee;01/05/2019;02:28:16; What is your opinion?;;;;
8898;Lorie;Bar;6/15/2017;20:38:10; I like to keep an open mind.;;;;
8899;Gabie;Shermie;4/16/2016;21:39:43; We are talking privately, aren't we?;;;;
8900;Averill;Johnette;07/10/2016;14:48:07; I know that!;;;;
8901;Aldo;Guillermo;12/28/2015;20:02:58; But I like funerals.;;;;
8902;Smitty;Ferguson;07/07/2018;03:50:25; What do you like about it?;;;;
8903;Washington;Bunny;04/09/2019;23:42:37; I just genuinely enjoy all the sobbing and dying.;;;;
8904;Rustie;Rina;01/11/2016;21:54:33; That's enough about you! Let's talk about me for a change.;;;;
8905;Georg;Colby;03/08/2018;17:16:42; I don't want to change.;;;;
8906;Peri;Aguste;4/19/2017;11:55:18; Nobody can make you do something you don't want to.;;;;
8907;Maurizia;Caye;11/24/2018;08:44:10; You know the lyrics to karma police?;;;;
8908;Gladi;Lorens;2/20/2016;22:11:20; Perhaps I know it.;;;;
8909;Jehanna;Kimball;11/15/2015;22:25:03; I don't remember, are you sure?;;;;
8910;Cammy;Angeline;04/02/2016;07:22:12; I know what you mean. I forget a lot too.;;;;
8911;Batholomew;Lisa;5/26/2016;19:31:11; I'm talking to 24.;;;;
8912;Eileen;Moore;01/04/2019;21:17:24; Say something nice for me.;;;;
8913;Lorry;Marcella;12/19/2015;05:55:53; Something nice to me.;;;;
8914;Pammie;Carlos;05/02/2019;04:06:51; Yeah, it is very nice.;;;;
8915;Briney;Holmes;08/07/2017;05:42:44; Will you give me a sweet cuddle?;;;;
8916;Etienne;Mateo;03/01/2016;06:20:02; Sure, I am at your service.;;;;
8917;Wilhelmina;Samuele;09/03/2018;15:49:37; I'm guessing you've serviced quite a bit of sailors, am I wrong?;;;;
8918;Pauline;Florance;9/29/2018;23:34:08; Guessing just wastes time.;;;;
8919;Abdel;Georg;04/07/2017;16:39:59; If I guess there might be a chance for me to be right but if I don't say anything, it means that I already loose.;;;;
8920;Katerina;Romy;11/04/2015;14:33:47; That sounds like a hypothetical question to me.;;;;
8921;Tarrah;Morgen;10/07/2018;00:13:12; Do you know anything about bicycles?;;;;
8922;Alexandra;Nobe;11/16/2015;09:50:10; Pardon me? What are you talking about?;;;;
8923;Berkley;Benito;2/27/2019;10:02:43; I'm talking about Lancelot the knight.;;;;
8924;Davey;Hobart;12/16/2017;13:22:23; I understand what you are talking about.;;;;
8925;Francisca;Tine;7/22/2018;12:06:28; That's good, because even I don't understand.;;;;
8926;Easter;Rikki;3/20/2016;05:21:36; I am happy.;;;;
8927;Cornela;Reggie;3/28/2016;08:50:39; That doesn't change anything...;;;;
8928;Karena;Bliss;9/14/2018;09:16:22; Doesn't it? That's too bad.;;;;
8929;Jorge;Ignatius;9/19/2016;11:27:16; Too bad?;;;;
8930;Harwell;Dannie;3/26/2019;19:15:58; But not the end of the world, My Friend.;;;;
8931;Laurella;Lars;7/18/2018;02:13:41; I am Calm, my child. Just yourself. I must go to help others like yourself to understand themselves. They will not be LOST, for I am here. GOD must leave now, my son, Don't cry!;;;;
8932;Prudence;Lauraine;2/27/2018;06:18:58; I thought you loved me. You asked me to marry you.;;;;
8933;Gabriella;Ania;2/20/2016;19:34:55; I do, but there are other people to consider as well.  Oh, now I remember asking you. What did you say?;;;;
8934;Otho;Coleen;7/24/2018;17:10:12; There are?;;;;
8935;Lorita;Issie;12/01/2018;17:59:37; Did you really say that?;;;;
8936;Monroe;Harmonia;6/13/2017;15:38:08; Yes, really really. I can say that again and again. I even might to do it, how about that?;;;;
8937;Buddie;Gale;05/08/2016;12:02:33; Uhm, I'm 16 years old. I like to talk with my friends and to read the Bible.;;;;
8938;Harrietta;Clemmy;02/08/2019;14:35:11; Only 16?  I would never have guessed.         Why do you like talking?;;;;
8939;Kizzie;Udale;10/23/2018;06:59:47; Can you love?;;;;
8940;Calli;Torr;6/27/2018;18:22:32; Of course I can love. I have the full range of human emotions.;;;;
8941;Candice;Ewan;3/14/2019;17:58:09; I can't draw. But my poetry is really good.;;;;
8942;Emmeline;Michel;12/26/2016;19:39:12; But do you want to?         Shall I tell you something about poetry?;;;;
8943;Robenia;Arliene;01/10/2019;23:32:09; Yes.;;;;
8944;Klara;Rozina;01/03/2016;08:12:55; Poetry is a rhythmical composition of words, sometimes rhymed, expressing experiences, ideas, or emotions in a style more concentrated, imaginative, and powerful than that of ordinary speech or prose. More about poetry?;;;;
8945;Vonni;Guinevere;8/15/2018;10:00:50; Poetry is a voice of emotion.;;;;
8946;Mel;Alfi;6/20/2017;06:15:39; Shall I tell you something about poetry?;;;;
8947;Richart;Dara;7/28/2018;19:19:08; Yes please.;;;;
8948;Farlie;Judy;3/24/2018;14:15:06; Poetry is a rhythmical composition of words, sometimes rhymed, expressing experiences, ideas, or emotions in a style more concentrated, imaginative, and powerful than that of ordinary speech or prose. More about poetry?;;;;
8949;Melly;Jolene;02/12/2018;11:44:47; I like poetry.;;;;
8950;Letty;Kelila;10/15/2016;08:33:32; You are not the only one.;;;;
8951;Armstrong;Bobbette;10/28/2018;23:02:53; I would like to talk to my boyfriend.;;;;
8952;Celina;Edd;9/19/2018;09:34:30; Why would you want to do that?;;;;
8953;Filberte;Codi;7/27/2017;00:05:42; I don't know any better.;;;;
8954;Duane;Morrie;04/11/2018;13:49:50; Never mind. No one knows everything - not even me.;;;;
8955;Vivie;Serena;4/22/2019;10:22:51; I know everything.;;;;
8956;Wilfred;Isador;10/04/2015;01:38:18; You must be very intelligent. Ask me a really intelligent question.;;;;
8957;Vania;Giana;11/10/2017;17:08:24; What do I have on right now.;;;;
